name,year,age,selling_price_INR,selling_price_USD,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Mahindra Verito 1.5 D2 BSIV,2011,9,"200,000.00",2600.00,120000,Diesel,Individual,Manual,Third Owner,21.0 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5
Mahindra Jeep MM 540,1998,22,"210,000.00",2730.00,47990,Diesel,Individual,Manual,Second Owner,,,,,
Tata Indica Vista Quadrajet LS,2014,6,"240,000.00",3120.00,168000,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5
Honda Amaze E i-DTEC,2017,3,"515,000.00",6695.00,60000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Alto LXi,2008,12,"145,000.00",1885.00,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Wagon R VXI Optional,2016,4,"450,000.00",5850.00,5800,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti A-Star Lxi,2010,10,"179,000.00",2327.00,68700,Petrol,Individual,Manual,Third Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5
Hyundai Verna Xi (Petrol),2007,13,"220,000.00",2860.00,108000,Petrol,Individual,Manual,Third Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5
Tata Zest Revotron 1.2 XT,2020,0,"500,000.00",6500.00,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
Ford Fiesta Classic 1.4 SXI Duratorq,2009,11,"190,000.00",2470.00,100000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5
Chevrolet Beat Diesel LT,2015,5,"200,000.00",2600.00,40000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,2,"850,000.00",11050.00,90000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5
Volkswagen Polo Petrol Highline 1.2L,2011,9,"270,000.00",3510.00,60000,Petrol,Individual,Manual,Second Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5
Hyundai EON Magna Plus,2016,4,"335,000.00",4355.00,17000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Maruti Wagon R VXI Optional,2018,2,"459,999.00",5979.99,5000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti Vitara Brezza LDi Option,2017,3,"710,000.00",9230.00,60000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Swift Dzire LDI,2015,5,"330,000.00",4290.00,140000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Jeep Compass 2.0 Limited,2017,3,"1,515,000.00",19695.00,15000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5
Tata Nexon 1.2 Revotron XZ Plus,2018,2,"750,000.00",9750.00,25000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5
Chevrolet Spark 1.0 LT,2016,4,"160,000.00",2080.00,50000,Petrol,Individual,Manual,Second Owner,16.2 kmpl,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5
Chevrolet Beat Diesel LT Option,2016,4,"215,000.00",2795.00,60000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5
Tata Nano Cx BSIII,2012,8,"60,000.00",780.00,40000,Petrol,Individual,Manual,Second Owner,25.4 kmpl,624 CC,38 bhp,51Nm@ 4000+/-500rpm,4
Maruti Swift Dzire VXI,2014,6,"480,000.00",6240.00,72000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Tata Manza Aqua Quadrajet BS IV,2012,8,"140,000.00",1820.00,195000,Diesel,Individual,Manual,Second Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5
Hyundai EON D Lite,2012,8,"200,000.00",2600.00,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Nissan Micra Diesel XL Optional,2013,7,"400,000.00",5200.00,83000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5
Hyundai EON Era Plus,2012,8,"180,000.00",2340.00,100000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Maruti Swift VXI Optional,2015,5,"550,000.00",7150.00,25000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Swift VDI Optional,2016,4,"550,000.00",7150.00,50000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Ertiga VDI,2012,8,"550,000.00",7150.00,67000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Maruti Zen Estilo VXI BSIV,2011,9,"270,000.00",3510.00,30000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Renault Pulse RxL,2013,7,"315,000.00",4095.00,85000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.12 bhp,160Nm@ 2000rpm,5
Mahindra Thar CRDe,2018,2,"875,000.00",11375.00,25000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,13,"400,000.00",5200.00,170000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Mahindra Scorpio EX,2014,6,"540,000.00",7020.00,110000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8
Maruti Wagon R LXI CNG,2017,3,"350,000.00",4550.00,60000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5
Hyundai Verna 1.6 SX CRDi (O),2011,9,"360,000.00",4680.00,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Maruti Wagon R VXI BS IV,2014,6,"300,000.00",3900.00,31000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai Grand i10 CRDi Sportz,2014,6,"350,000.00",4550.00,100000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
Mahindra NuvoSport N8,2016,4,"650,000.00",8450.00,130000,Diesel,Individual,Manual,First Owner,17.45 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Maruti Wagon R LXI Optional,2016,4,"350,000.00",4550.00,20000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,3,"700,000.00",9100.00,60000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5
Maruti Swift Dzire VDI,2013,7,"415,000.00",5395.00,102996,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Mahindra Marazzo M8,2019,1,"1,460,000.00",18980.00,5000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7
Tata Nexon 1.5 Revotorq XZ Plus,2017,3,"830,000.00",10790.00,35000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5
Datsun GO T Option BSIV,2018,2,"430,000.00",5590.00,5000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,3,"850,000.00",11050.00,60000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5
Maruti Swift Dzire ZXI,2017,3,"650,000.00",8450.00,70000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Hyundai Verna CRDi,2008,12,"120,000.00",1560.00,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5
Mahindra TUV 300 T8,2016,4,"730,000.00",9490.00,65100,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Maruti Ignis 1.2 AMT Delta BSIV,2019,1,"525,000.00",6825.00,20000,Petrol,Individual,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai i20 Active 1.4 SX,2015,5,"600,000.00",7800.00,108000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,220Nm@ 1500-2750rpm,5
Maruti Swift LXI,2019,1,"500,000.00",6500.00,15000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Santro Xing GLS,2009,11,"150,000.00",1950.00,77000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Maruti Wagon R VXI BS IV,2015,5,"409,999.00",5329.99,18500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Mahindra TUV 300 T8,2016,4,"625,000.00",8125.00,120000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Renault KWID RXT,2015,5,"290,000.00",3770.00,15200,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Honda Mobilio V i VTEC,2015,5,"500,000.00",6500.00,35000,Petrol,Individual,Manual,First Owner,17.3 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7
Hyundai Verna 1.6 SX,2011,9,"475,000.00",6175.00,80000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Hyundai EON Era Plus,2013,7,"190,000.00",2470.00,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Mahindra XUV500 W6 2WD,2014,6,"750,000.00",9750.00,80000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Nissan Terrano XV 110 PS,2014,6,"525,000.00",6825.00,120000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm,5
Chevrolet Cruze LTZ,2012,8,"495,000.00",6435.00,82000,Diesel,Individual,Manual,Third Owner,17.3 kmpl,1998 CC,163.7 bhp,380Nm@ 2000rpm,5
Hyundai i20 Sportz 1.4 CRDi,2015,5,"550,000.00",7150.00,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Mahindra XUV500 W8 4WD,2012,8,"595,000.00",7735.00,129000,Diesel,Individual,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Fiat Grande Punto EVO 1.3 Dynamic,2015,5,"550,000.00",7150.00,67000,Diesel,Individual,Manual,First Owner,21.2 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5
Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,5,"2,000,000.00",26000.00,120000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2494 CC,142 bhp,343Nm@ 1600-2800rpm,7
Tata Safari DICOR 2.2 EX 4x2,2010,10,"400,000.00",5200.00,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7
Fiat Avventura Power Up 1.3 Emotion,2015,5,"500,000.00",6500.00,96500,Diesel,Individual,Manual,First Owner,20.5 kmpl,1248 CC,91.72 bhp,209Nm@ 2000rpm,5
Maruti Wagon R LXI BSIII,2017,3,"340,000.00",4420.00,52412,Petrol,Dealer,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Mahindra Scorpio SLE BS IV,2012,8,"480,000.00",6240.00,85472,Diesel,Dealer,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,7,"480,000.00",6240.00,87452,Diesel,Dealer,Manual,Second Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,2,"750,000.00",9750.00,17000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
Maruti Wagon R LXI Minor,2008,12,"100,000.00",1300.00,66530,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
Hyundai i20 Magna,2013,7,"290,000.00",3770.00,40000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5
Fiat Avventura Power Up 1.3 Emotion,2015,5,"425,000.00",5525.00,96500,Diesel,Individual,Manual,First Owner,20.5 kmpl,1248 CC,91.72 bhp,209Nm@ 2000rpm,5
Honda City V MT,2010,10,"285,000.00",3705.00,79000,Petrol,Individual,Manual,First Owner,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5
Mahindra TUV 300 mHAWK100 T8,2016,4,"625,000.00",8125.00,50000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Fiat Grande Punto Active (Diesel),2012,8,"170,000.00",2210.00,60000,Diesel,Individual,Manual,Second Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5
Tata Zest Revotron 1.2T XMS,2018,2,"459,999.00",5979.99,35000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
Fiat Avventura MULTIJET Emotion,2015,5,"450,000.00",5850.00,120000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1248 CC,91.72 bhp,209Nm@ 2000rpm,5
Maruti Swift Dzire AMT VXI,2019,1,"650,000.00",8450.00,10000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai i20 Active 1.2 S,2017,3,"600,000.00",7800.00,15000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5
Maruti Alto 800 CNG LXI,2013,7,"178,000.00",2314.00,70000,CNG,Individual,Manual,Second Owner,30.46 km/kg,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Alto 800 LXI,2016,4,"300,000.00",3900.00,5000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Alto LXi,2009,11,"150,000.00",1950.00,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Hyundai Elite i20 Petrol Magna Exective,2019,1,"590,000.00",7670.00,10000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5
Hyundai EON Era Plus,2016,4,"310,000.00",4030.00,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Tata Zest Revotron 1.2T XMS,2017,3,"400,000.00",5200.00,53000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
Mahindra Scorpio LX,2014,6,"520,000.00",6760.00,110000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9
Ashok Leyland Stile LE,2013,7,"300,000.00",3900.00,200000,Diesel,Individual,Manual,Second Owner,20.07 kmpl,1461 CC,75 bhp,185Nm@ 1750-2750rpm,8
Mahindra XUV300 W8 Option BSIV,2019,1,"1,000,000.00",13000.00,22000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,110 bhp,200Nm@ 2000-3500rpm,5
Maruti Wagon R VXI,2003,17,"65,000.00",845.00,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Honda Amaze VX i-DTEC,2015,5,"509,999.00",6629.99,75000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Wagon R VXI BSIII,2012,8,"221,000.00",2873.00,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Volkswagen Vento 1.6 Highline,2014,6,"390,000.00",5070.00,64000,Petrol,Individual,Manual,Third Owner,15.04 kmpl,1598 CC,103.2 bhp,153Nm@ 3800rpm,5
Maruti Gypsy King Soft Top MPI BSIV,2002,18,"350,000.00",4550.00,60000,Petrol,Individual,Manual,First Owner,11.96 kmpl,1298 CC,80 bhp,103Nm@ 4500rpm,8
Maruti Alto LXi,2009,11,"195,000.00",2535.00,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Audi Q7 3.0 TDI Quattro,2010,10,"1,750,000.00",22750.00,110000,Diesel,Individual,Automatic,Second Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,7,"600,000.00",7800.00,60000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Hyundai i20 Sportz Option 1.4 CRDi,2015,5,"615,000.00",7995.00,72000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,7,"350,000.00",4550.00,70000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5
Chevrolet Beat Diesel LS,2012,8,"140,000.00",1820.00,75000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5
Hyundai i20 1.4 Sportz,2017,3,"650,000.00",8450.00,32331,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Hyundai Creta 1.6 CRDi SX Plus,2016,4,"1,100,000.00",14300.00,70000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Hyundai i20 1.4 CRDi Sportz,2010,10,"285,000.00",3705.00,80000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Chevrolet Spark 1.0 LT,2011,9,"190,000.00",2470.00,20000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
Nissan Sunny XL,2012,8,"350,000.00",4550.00,110000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5
Hyundai Grand i10 Asta,2014,6,"400,000.00",5200.00,40000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Toyota Innova Crysta 2.7 ZX AT BSIV,2016,4,"2,100,000.00",27300.00,40000,Petrol,Individual,Automatic,First Owner,10.75 kmpl,2694 CC,163.7 bhp,245Nm@ 4000rpm,7
Hyundai i20 Sportz 1.2,2015,5,"434,999.00",5654.99,90000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Maruti Swift Dzire VXI,2014,6,"450,000.00",5850.00,50000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Daewoo Matiz SD,2001,19,"45,000.00",585.00,137000,Petrol,Individual,Manual,First Owner,18.5 kmpl,796 CC,53 bhp,71Nm@ 3500rpm,5
Hyundai i20 Asta 1.2,2015,5,"450,000.00",5850.00,60000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Maruti Swift VDI Optional,2017,3,"580,000.00",7540.00,30000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai Creta 1.6 CRDi SX,2016,4,"900,000.00",11700.00,98000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Maruti Ertiga SHVS ZDI,2016,4,"750,000.00",9750.00,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
Tata Indigo CS LS (TDI) BS III,2009,11,"140,000.00",1820.00,120000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,3,"525,000.00",6825.00,30000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Tata Indigo CS LS (TDI) BS III,2009,11,"114,999.00",1494.99,120000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Tata Tiago 1.2 Revotron XZ,2016,4,"399,000.00",5187.00,40000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Hyundai Santro Xing XL eRLX Euro II,2006,14,"150,000.00",1950.00,100000,Petrol,Individual,Manual,Second Owner,,,,,
Tata Indica V2 Turbomax DLS BS IV,2012,8,"275,000.00",3575.00,90000,Diesel,Individual,Manual,Second Owner,19.0 kmpl,1405 CC,71 bhp,135 Nm at 2500 rpm,5
Hyundai i20 1.4 CRDi Magna,2011,9,"340,000.00",4420.00,80000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Hyundai EON LPG Era Plus,2012,8,"222,000.00",2886.00,120000,LPG,Individual,Manual,First Owner,21.1 km/kg,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Mahindra Ssangyong Rexton RX7,2013,7,"850,000.00",11050.00,200000,Diesel,Individual,Automatic,First Owner,11.18 kmpl,2696 CC,184 bhp,402Nm@ 1600-3000rpm,7
Tata Indica V2 DLS,2007,13,"70,000.00",910.00,110000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5
Tata Tiago 1.2 Revotron XT,2017,3,"430,000.00",5590.00,38000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Tata Tiago 1.2 Revotron XT,2017,3,"430,000.00",5590.00,35000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Maruti Wagon R VXI BS IV,2014,6,"320,000.00",4160.00,70000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai Santro Xing XG,2005,15,"95,000.00",1235.00,125000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,
Renault Fluence Diesel E4,2012,8,"500,000.00",6500.00,120000,Diesel,Individual,Manual,Second Owner,21.8 kmpl,1461 CC,78 bhp,240Nm@ 2000rpm,5
Renault Duster 110PS Diesel RxL,2012,8,"500,000.00",6500.00,110000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,10,"229,999.00",2989.99,140000,Diesel,Individual,Manual,First Owner,18.4 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,11,"600,000.00",7800.00,155000,Diesel,Individual,Automatic,Second Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Hyundai Santro Xing XL,2007,13,"200,000.00",2600.00,120000,Petrol,Individual,Manual,Second Owner,,,,,
Renault Pulse RxL Optional,2017,3,"500,000.00",6500.00,80000,Diesel,Individual,Manual,Second Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5
Mahindra Bolero SLX 2WD,2010,10,"315,000.00",4095.00,120000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Maruti Wagon R VXI Minor,2011,9,"265,000.00",3445.00,80000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Ford Figo 1.5D Base MT,2015,5,"350,000.00",4550.00,110000,Diesel,Individual,Manual,Second Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Tata Indigo CR4,2012,8,"200,000.00",2600.00,230000,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5
Tata Indica V2 DLE BSIII,2011,9,"114,999.00",1494.99,172000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5
Hyundai i20 Magna 1.2,2014,6,"425,000.00",5525.00,25000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Ford EcoSport 1.5 Diesel Trend BSIV,2019,1,"900,000.00",11700.00,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,6,"550,000.00",7150.00,126000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7
Honda WR-V i-DTEC VX,2018,2,"900,000.00",11700.00,30000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Hyundai i10 Era,2011,9,"165,000.00",2145.00,97000,Petrol,Individual,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
